"Statistic Label","Month","Licensing Authority","Type of Fuel","UNIT","VALUE"
"All Private Cars","2021 July","All licensing authorities","Petrol or Diesel plug-in hybrid electric","Number","2279"
"All Private Cars","2021 July","All licensing authorities","Diesel and electric hybrid","Number","332"
"All Private Cars","2021 July","Carlow","All fuel types","Number","306"
"All Private Cars","2021 July","Carlow","Petrol","Number","93"
"All Private Cars","2021 July","Carlow","Diesel","Number","148"
"All Private Cars","2021 July","Carlow","Other fuel types","Number","3"
"All Private Cars","2021 July","Carlow","Petrol and electric hybrid","Number","29"
"All Private Cars","2021 July","Carlow","Electric","Number","12"
"All Private Cars","2021 July","Carlow","Petrol or Diesel plug-in hybrid electric","Number","17"
"All Private Cars","2021 July","Carlow","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 July","Cavan","All fuel types","Number","341"
"All Private Cars","2021 July","Cavan","Petrol","Number","68"
"All Private Cars","2021 July","Cavan","Diesel","Number","180"
"All Private Cars","2021 July","Cavan","Other fuel types","Number","3"
"All Private Cars","2021 July","Cavan","Petrol and electric hybrid","Number","53"
"All Private Cars","2021 July","Cavan","Electric","Number","18"
"All Private Cars","2021 July","Cavan","Petrol or Diesel plug-in hybrid electric","Number","17"
"All Private Cars","2021 July","Cavan","Diesel and electric hybrid","Number","2"
"All Private Cars","2021 July","Clare","All fuel types","Number","497"
"All Private Cars","2021 July","Clare","Petrol","Number","130"
"All Private Cars","2021 July","Clare","Diesel","Number","233"
"All Private Cars","2021 July","Clare","Other fuel types","Number","3"
"All Private Cars","2021 July","Clare","Petrol and electric hybrid","Number","77"
"All Private Cars","2021 July","Clare","Electric","Number","15"
"All Private Cars","2021 July","Clare","Petrol or Diesel plug-in hybrid electric","Number","25"
"All Private Cars","2021 July","Clare","Diesel and electric hybrid","Number","14"
"All Private Cars","2021 July","Donegal","All fuel types","Number","741"
"All Private Cars","2021 July","Donegal","Petrol","Number","227"
"All Private Cars","2021 July","Donegal","Diesel","Number","336"
"All Private Cars","2021 July","Donegal","Other fuel types","Number","5"
"All Private Cars","2021 July","Donegal","Petrol and electric hybrid","Number","59"
"All Private Cars","2021 July","Donegal","Electric","Number","22"
"All Private Cars","2021 July","Donegal","Petrol or Diesel plug-in hybrid electric","Number","68"
"All Private Cars","2021 July","Donegal","Diesel and electric hybrid","Number","24"
"All Private Cars","2021 July","Galway","All fuel types","Number","1077"
"All Private Cars","2021 July","Galway","Petrol","Number","258"
"All Private Cars","2021 July","Galway","Diesel","Number","460"
"All Private Cars","2021 July","Galway","Other fuel types","Number","8"
"All Private Cars","2021 July","Galway","Petrol and electric hybrid","Number","209"
"All Private Cars","2021 July","Galway","Electric","Number","55"
"All Private Cars","2021 July","Galway","Petrol or Diesel plug-in hybrid electric","Number","80"
"All Private Cars","2021 July","Galway","Diesel and electric hybrid","Number","7"
"All Private Cars","2021 July","Kerry","All fuel types","Number","536"
"All Private Cars","2021 July","Kerry","Petrol","Number","139"
"All Private Cars","2021 July","Kerry","Diesel","Number","236"
"All Private Cars","2021 July","Kerry","Other fuel types","Number","4"
"All Private Cars","2021 July","Kerry","Petrol and electric hybrid","Number","81"
"All Private Cars","2021 July","Kerry","Electric","Number","21"
"All Private Cars","2021 July","Kerry","Petrol or Diesel plug-in hybrid electric","Number","39"
"All Private Cars","2021 July","Kerry","Diesel and electric hybrid","Number","16"
"All Private Cars","2021 July","Kildare","All fuel types","Number","1229"
"All Private Cars","2021 July","Kildare","Petrol","Number","388"
"All Private Cars","2021 July","Kildare","Diesel","Number","402"
"All Private Cars","2021 July","Kildare","Other fuel types","Number","6"
"All Private Cars","2021 July","Kildare","Petrol and electric hybrid","Number","173"
"All Private Cars","2021 July","Kildare","Electric","Number","95"
"All Private Cars","2021 July","Kildare","Petrol or Diesel plug-in hybrid electric","Number","146"
"All Private Cars","2021 July","Kildare","Diesel and electric hybrid","Number","19"
"All Private Cars","2021 July","Kilkenny","All fuel types","Number","432"
"All Private Cars","2021 July","Kilkenny","Petrol","Number","130"
"All Private Cars","2021 July","Kilkenny","Diesel","Number","168"
"All Private Cars","2021 July","Kilkenny","Other fuel types","Number","6"
"All Private Cars","2021 July","Kilkenny","Petrol and electric hybrid","Number","63"
"All Private Cars","2021 July","Kilkenny","Electric","Number","23"
"All Private Cars","2021 July","Kilkenny","Petrol or Diesel plug-in hybrid electric","Number","33"
"All Private Cars","2021 July","Kilkenny","Diesel and electric hybrid","Number","9"
"All Private Cars","2021 July","Laois","All fuel types","Number","297"
"All Private Cars","2021 July","Laois","Petrol","Number","74"
"All Private Cars","2021 July","Laois","Diesel","Number","133"
"All Private Cars","2021 July","Laois","Other fuel types","Number","1"
"All Private Cars","2021 July","Laois","Petrol and electric hybrid","Number","39"
"All Private Cars","2021 July","Laois","Electric","Number","21"
"All Private Cars","2021 July","Laois","Petrol or Diesel plug-in hybrid electric","Number","20"
"All Private Cars","2021 July","Laois","Diesel and electric hybrid","Number","9"
"All Private Cars","2021 July","Leitrim","All fuel types","Number","129"
"All Private Cars","2021 July","Leitrim","Petrol","Number","39"
"All Private Cars","2021 July","Leitrim","Diesel","Number","65"
"All Private Cars","2021 July","Leitrim","Other fuel types","Number",""
"All Private Cars","2021 July","Leitrim","Petrol and electric hybrid","Number","12"
"All Private Cars","2021 July","Leitrim","Electric","Number","4"
"All Private Cars","2021 July","Leitrim","Petrol or Diesel plug-in hybrid electric","Number","5"
"All Private Cars","2021 July","Leitrim","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 July","Longford","All fuel types","Number","176"
"All Private Cars","2021 July","Longford","Petrol","Number","40"
"All Private Cars","2021 July","Longford","Diesel","Number","100"
"All Private Cars","2021 July","Longford","Other fuel types","Number",""
"All Private Cars","2021 July","Longford","Petrol and electric hybrid","Number","27"
"All Private Cars","2021 July","Longford","Electric","Number","2"
"All Private Cars","2021 July","Longford","Petrol or Diesel plug-in hybrid electric","Number","7"
"All Private Cars","2021 July","Longford","Diesel and electric hybrid","Number",""
"All Private Cars","2021 July","Louth","All fuel types","Number","651"
"All Private Cars","2021 July","Louth","Petrol","Number","221"
"All Private Cars","2021 July","Louth","Diesel","Number","217"
"All Private Cars","2021 July","Louth","Other fuel types","Number","5"
"All Private Cars","2021 July","Louth","Petrol and electric hybrid","Number","99"
"All Private Cars","2021 July","Louth","Electric","Number","42"
"All Private Cars","2021 July","Louth","Petrol or Diesel plug-in hybrid electric","Number","58"
"All Private Cars","2021 July","Louth","Diesel and electric hybrid","Number","9"
"All Private Cars","2021 July","Mayo","All fuel types","Number","512"
"All Private Cars","2021 July","Mayo","Petrol","Number","136"
"All Private Cars","2021 July","Mayo","Diesel","Number","259"
"All Private Cars","2021 July","Mayo","Other fuel types","Number",""
"All Private Cars","2021 July","Mayo","Petrol and electric hybrid","Number","61"
"All Private Cars","2021 July","Mayo","Electric","Number","19"
"All Private Cars","2021 July","Mayo","Petrol or Diesel plug-in hybrid electric","Number","33"
"All Private Cars","2021 July","Mayo","Diesel and electric hybrid","Number","4"
"All Private Cars","2021 July","Meath","All fuel types","Number","976"
"All Private Cars","2021 July","Meath","Petrol","Number","274"
"All Private Cars","2021 July","Meath","Diesel","Number","351"
"All Private Cars","2021 July","Meath","Other fuel types","Number","8"
"All Private Cars","2021 July","Meath","Petrol and electric hybrid","Number","169"
"All Private Cars","2021 July","Meath","Electric","Number","71"
"All Private Cars","2021 July","Meath","Petrol or Diesel plug-in hybrid electric","Number","86"
"All Private Cars","2021 July","Meath","Diesel and electric hybrid","Number","17"
"All Private Cars","2021 July","Monaghan","All fuel types","Number","290"
"All Private Cars","2021 July","Monaghan","Petrol","Number","75"
"All Private Cars","2021 July","Monaghan","Diesel","Number","170"
"All Private Cars","2021 July","Monaghan","Other fuel types","Number","1"
"All Private Cars","2021 July","Monaghan","Petrol and electric hybrid","Number","23"
"All Private Cars","2021 July","Monaghan","Electric","Number","7"
"All Private Cars","2021 July","Monaghan","Petrol or Diesel plug-in hybrid electric","Number","14"
"All Private Cars","2021 July","Monaghan","Diesel and electric hybrid","Number",""
"All Private Cars","2021 July","Offaly","All fuel types","Number","306"
"All Private Cars","2021 July","Offaly","Petrol","Number","88"
"All Private Cars","2021 July","Offaly","Diesel","Number","135"
"All Private Cars","2021 July","Offaly","Other fuel types","Number","2"
"All Private Cars","2021 July","Offaly","Petrol and electric hybrid","Number","31"
"All Private Cars","2021 July","Offaly","Electric","Number","13"
"All Private Cars","2021 July","Offaly","Petrol or Diesel plug-in hybrid electric","Number","26"
"All Private Cars","2021 July","Offaly","Diesel and electric hybrid","Number","11"
"All Private Cars","2021 July","Roscommon","All fuel types","Number","782"
"All Private Cars","2021 July","Roscommon","Petrol","Number","477"
"All Private Cars","2021 July","Roscommon","Diesel","Number","191"
"All Private Cars","2021 July","Roscommon","Other fuel types","Number","1"
"All Private Cars","2021 July","Roscommon","Petrol and electric hybrid","Number","92"
"All Private Cars","2021 July","Roscommon","Electric","Number","5"
"All Private Cars","2021 July","Roscommon","Petrol or Diesel plug-in hybrid electric","Number","16"
"All Private Cars","2021 July","Roscommon","Diesel and electric hybrid","Number",""
"All Private Cars","2021 July","Sligo","All fuel types","Number","283"
"All Private Cars","2021 July","Sligo","Petrol","Number","75"
"All Private Cars","2021 July","Sligo","Diesel","Number","121"
"All Private Cars","2021 July","Sligo","Other fuel types","Number",""
"All Private Cars","2021 July","Sligo","Petrol and electric hybrid","Number","38"
"All Private Cars","2021 July","Sligo","Electric","Number","15"
"All Private Cars","2021 July","Sligo","Petrol or Diesel plug-in hybrid electric","Number","29"
"All Private Cars","2021 July","Sligo","Diesel and electric hybrid","Number","5"
"All Private Cars","2021 July","Westmeath","All fuel types","Number","421"
"All Private Cars","2021 July","Westmeath","Petrol","Number","101"
"All Private Cars","2021 July","Westmeath","Diesel","Number","200"
"All Private Cars","2021 July","Westmeath","Other fuel types","Number","1"
"All Private Cars","2021 July","Westmeath","Petrol and electric hybrid","Number","58"
"All Private Cars","2021 July","Westmeath","Electric","Number","17"
"All Private Cars","2021 July","Westmeath","Petrol or Diesel plug-in hybrid electric","Number","36"
"All Private Cars","2021 July","Westmeath","Diesel and electric hybrid","Number","8"
"All Private Cars","2021 July","Wexford","All fuel types","Number","1325"
"All Private Cars","2021 July","Wexford","Petrol","Number","457"
"All Private Cars","2021 July","Wexford","Diesel","Number","649"
"All Private Cars","2021 July","Wexford","Other fuel types","Number","7"
"All Private Cars","2021 July","Wexford","Petrol and electric hybrid","Number","101"
"All Private Cars","2021 July","Wexford","Electric","Number","50"
"All Private Cars","2021 July","Wexford","Petrol or Diesel plug-in hybrid electric","Number","53"
"All Private Cars","2021 July","Wexford","Diesel and electric hybrid","Number","8"
"All Private Cars","2021 July","Wicklow","All fuel types","Number","602"
"All Private Cars","2021 July","Wicklow","Petrol","Number","186"
"All Private Cars","2021 July","Wicklow","Diesel","Number","190"
"All Private Cars","2021 July","Wicklow","Other fuel types","Number","6"
"All Private Cars","2021 July","Wicklow","Petrol and electric hybrid","Number","96"
